TransactionNo,Items,DateTime,Daypart,DayType,Date,Time,Year,Month,Hour
1309,truffles,2016-11-14 12:29:09,afternoon,weekday,2016-11-14,12:29:09,2016,11,12
1310,bread,2016-11-14 12:39:12,afternoon,weekday,2016-11-14,12:39:12,2016,11,12
1311,sandwich,2016-11-14 12:41:02,afternoon,weekday,2016-11-14,12:41:02,2016,11,12
1311,coffee,2016-11-14 12:41:02,afternoon,weekday,2016-11-14,12:41:02,2016,11,12
1311,tea,2016-11-14 12:41:02,afternoon,weekday,2016-11-14,12:41:02,2016,11,12
1313,coffee,2016-11-14 12:52:11,afternoon,weekday,2016-11-14,12:52:11,2016,11,12
1314,sandwich,2016-11-14 13:03:24,afternoon,weekday,2016-11-14,13:03:24,2016,11,13
1314,bread,2016-11-14 13:03:24,afternoon,weekday,2016-11-14,13:03:24,2016,11,13
1315,hearty & seasonal,2016-11-14 13:09:13,afternoon,weekday,2016-11-14,13:09:13,2016,11,13
1315,hearty & seasonal,2016-11-14 13:09:13,afternoon,weekday,2016-11-14,13:09:13,2016,11,13
1315,alfajores,2016-11-14 13:09:13,afternoon,weekday,2016-11-14,13:09:13,2016,11,13
1315,truffles,2016-11-14 13:09:13,afternoon,weekday,2016-11-14,13:09:13,2016,11,13
1316,frittata,2016-11-14 13:14:17,afternoon,weekday,2016-11-14,13:14:17,2016,11,13
1316,muffin,2016-11-14 13:14:17,afternoon,weekday,2016-11-14,13:14:17,2016,11,13
1316,coffee,2016-11-14 13:14:17,afternoon,weekday,2016-11-14,13:14:17,2016,11,13
1316,coffee,2016-11-14 13:14:17,afternoon,weekday,2016-11-14,13:14:17,2016,11,13
1317,sandwich,2016-11-14 13:19:14,afternoon,weekday,2016-11-14,13:19:14,2016,11,13
1317,hot chocolate,2016-11-14 13:19:14,afternoon,weekday,2016-11-14,13:19:14,2016,11,13
1317,coffee,2016-11-14 13:19:14,afternoon,weekday,2016-11-14,13:19:14,2016,11,13
1317,hearty & seasonal,2016-11-14 13:19:14,afternoon,weekday,2016-11-14,13:19:14,2016,11,13
1317,cookies,2016-11-14 13:19:14,afternoon,weekday,2016-11-14,13:19:14,2016,11,13
1318,bread,2016-11-14 13:20:35,afternoon,weekday,2016-11-14,13:20:35,2016,11,13
1318,bread,2016-11-14 13:20:35,afternoon,weekday,2016-11-14,13:20:35,2016,11,13
1318,sandwich,2016-11-14 13:20:35,afternoon,weekday,2016-11-14,13:20:35,2016,11,13
1319,farm house,2016-11-14 13:35:47,afternoon,weekday,2016-11-14,13:35:47,2016,11,13
1320,coffee,2016-11-14 13:36:40,afternoon,weekday,2016-11-14,13:36:40,2016,11,13
1320,muffin,2016-11-14 13:36:40,afternoon,weekday,2016-11-14,13:36:40,2016,11,13
1321,scandinavian,2016-11-14 13:38:42,afternoon,weekday,2016-11-14,13:38:42,2016,11,13
1321,bread,2016-11-14 13:38:42,afternoon,weekday,2016-11-14,13:38:42,2016,11,13
1322,sandwich,2016-11-14 13:41:26,afternoon,weekday,2016-11-14,13:41:26,2016,11,13
1322,soup,2016-11-14 13:41:26,afternoon,weekday,2016-11-14,13:41:26,2016,11,13
1322,coffee,2016-11-14 13:41:26,afternoon,weekday,2016-11-14,13:41:26,2016,11,13
1322,tea,2016-11-14 13:41:26,afternoon,weekday,2016-11-14,13:41:26,2016,11,13
1323,farm house,2016-11-14 13:45:05,afternoon,weekday,2016-11-14,13:45:05,2016,11,13
1324,coffee,2016-11-14 13:49:16,afternoon,weekday,2016-11-14,13:49:16,2016,11,13
1324,tea,2016-11-14 13:49:16,afternoon,weekday,2016-11-14,13:49:16,2016,11,13
1325,soup,2016-11-14 14:01:15,afternoon,weekday,2016-11-14,14:01:15,2016,11,14
1325,jam,2016-11-14 14:01:15,afternoon,weekday,2016-11-14,14:01:15,2016,11,14
1325,muffin,2016-11-14 14:01:15,afternoon,weekday,2016-11-14,14:01:15,2016,11,14
1325,coffee,2016-11-14 14:01:15,afternoon,weekday,2016-11-14,14:01:15,2016,11,14
1326,bread,2016-11-14 14:02:19,afternoon,weekday,2016-11-14,14:02:19,2016,11,14
1327,coffee,2016-11-14 14:06:07,afternoon,weekday,2016-11-14,14:06:07,2016,11,14
1327,soup,2016-11-14 14:06:07,afternoon,weekday,2016-11-14,14:06:07,2016,11,14
1328,coffee,2016-11-14 14:41:15,afternoon,weekday,2016-11-14,14:41:15,2016,11,14
1328,coffee,2016-11-14 14:41:15,afternoon,weekday,2016-11-14,14:41:15,2016,11,14
1328,muffin,2016-11-14 14:41:15,afternoon,weekday,2016-11-14,14:41:15,2016,11,14
1329,bread,2016-11-14 14:43:40,afternoon,weekday,2016-11-14,14:43:40,2016,11,14
1329,muffin,2016-11-14 14:43:40,afternoon,weekday,2016-11-14,14:43:40,2016,11,14
1329,kids biscuit,2016-11-14 14:43:40,afternoon,weekday,2016-11-14,14:43:40,2016,11,14
1330,coffee,2016-11-14 15:02:36,afternoon,weekday,2016-11-14,15:02:36,2016,11,15
1330,bread,2016-11-14 15:02:36,afternoon,weekday,2016-11-14,15:02:36,2016,11,15
1331,coffee,2016-11-14 15:14:46,afternoon,weekday,2016-11-14,15:14:46,2016,11,15
1332,muffin,2016-11-14 15:29:08,afternoon,weekday,2016-11-14,15:29:08,2016,11,15
1333,ella's kitchen pouches,2016-11-14 15:34:10,afternoon,weekday,2016-11-14,15:34:10,2016,11,15
1333,bread,2016-11-14 15:34:10,afternoon,weekday,2016-11-14,15:34:10,2016,11,15
1333,muffin,2016-11-14 15:34:10,afternoon,weekday,2016-11-14,15:34:10,2016,11,15
1334,soup,2016-11-14 15:40:05,afternoon,weekday,2016-11-14,15:40:05,2016,11,15
1334,sandwich,2016-11-14 15:40:05,afternoon,weekday,2016-11-14,15:40:05,2016,11,15
1334,frittata,2016-11-14 15:40:05,afternoon,weekday,2016-11-14,15:40:05,2016,11,15
1335,bread,2016-11-14 15:42:20,afternoon,weekday,2016-11-14,15:42:20,2016,11,15
1335,sandwich,2016-11-14 15:42:20,afternoon,weekday,2016-11-14,15:42:20,2016,11,15
1336,coffee,2016-11-14 15:56:19,afternoon,weekday,2016-11-14,15:56:19,2016,11,15
1336,bread,2016-11-14 15:56:19,afternoon,weekday,2016-11-14,15:56:19,2016,11,15
1336,coffee,2016-11-14 15:56:19,afternoon,weekday,2016-11-14,15:56:19,2016,11,15
1336,bread,2016-11-14 15:56:19,afternoon,weekday,2016-11-14,15:56:19,2016,11,15
1336,cookies,2016-11-14 15:56:19,afternoon,weekday,2016-11-14,15:56:19,2016,11,15
1337,bread,2016-11-14 16:08:48,afternoon,weekday,2016-11-14,16:08:48,2016,11,16
1337,art tray,2016-11-14 16:08:48,afternoon,weekday,2016-11-14,16:08:48,2016,11,16
1337,tea,2016-11-14 16:08:48,afternoon,weekday,2016-11-14,16:08:48,2016,11,16
1337,hot chocolate,2016-11-14 16:08:48,afternoon,weekday,2016-11-14,16:08:48,2016,11,16
1338,art tray,2016-11-14 16:11:32,afternoon,weekday,2016-11-14,16:11:32,2016,11,16
1338,coffee,2016-11-14 16:11:32,afternoon,weekday,2016-11-14,16:11:32,2016,11,16
1338,hot chocolate,2016-11-14 16:11:32,afternoon,weekday,2016-11-14,16:11:32,2016,11,16
1338,juice,2016-11-14 16:11:32,afternoon,weekday,2016-11-14,16:11:32,2016,11,16
1338,muffin,2016-11-14 16:11:32,afternoon,weekday,2016-11-14,16:11:32,2016,11,16
1339,hot chocolate,2016-11-14 16:26:53,afternoon,weekday,2016-11-14,16:26:53,2016,11,16
1339,coffee,2016-11-14 16:26:53,afternoon,weekday,2016-11-14,16:26:53,2016,11,16
1340,farm house,2016-11-14 17:12:26,evening,weekday,2016-11-14,17:12:26,2016,11,17
1341,farm house,2016-11-14 18:17:07,evening,weekday,2016-11-14,18:17:07,2016,11,18
1341,muffin,2016-11-14 18:17:07,evening,weekday,2016-11-14,18:17:07,2016,11,18
1342,coffee,2016-11-15 07:42:27,morning,weekday,2016-11-15,07:42:27,2016,11,7
1342,medialuna,2016-11-15 07:42:27,morning,weekday,2016-11-15,07:42:27,2016,11,7
1343,bread,2016-11-15 08:14:31,morning,weekday,2016-11-15,08:14:31,2016,11,8
1343,keeping it local,2016-11-15 08:14:31,morning,weekday,2016-11-15,08:14:31,2016,11,8
1344,coffee,2016-11-15 09:02:19,morning,weekday,2016-11-15,09:02:19,2016,11,9
1345,bread,2016-11-15 09:07:38,morning,weekday,2016-11-15,09:07:38,2016,11,9
1346,medialuna,2016-11-15 09:13:22,morning,weekday,2016-11-15,09:13:22,2016,11,9
1346,tea,2016-11-15 09:13:22,morning,weekday,2016-11-15,09:13:22,2016,11,9
1346,coffee,2016-11-15 09:13:22,morning,weekday,2016-11-15,09:13:22,2016,11,9
1347,hot chocolate,2016-11-15 09:16:53,morning,weekday,2016-11-15,09:16:53,2016,11,9
1348,coffee,2016-11-15 09:17:58,morning,weekday,2016-11-15,09:17:58,2016,11,9
1349,coke,2016-11-15 09:19:02,morning,weekday,2016-11-15,09:19:02,2016,11,9
1350,coffee,2016-11-15 09:23:39,morning,weekday,2016-11-15,09:23:39,2016,11,9
1351,farm house,2016-11-15 09:36:13,morning,weekday,2016-11-15,09:36:13,2016,11,9
1352,coffee,2016-11-15 10:01:55,morning,weekday,2016-11-15,10:01:55,2016,11,10
1352,coffee,2016-11-15 10:01:55,morning,weekday,2016-11-15,10:01:55,2016,11,10
1352,keeping it local,2016-11-15 10:01:55,morning,weekday,2016-11-15,10:01:55,2016,11,10
1352,bread,2016-11-15 10:01:55,morning,weekday,2016-11-15,10:01:55,2016,11,10
1353,coffee,2016-11-15 10:07:20,morning,weekday,2016-11-15,10:07:20,2016,11,10
1353,truffles,2016-11-15 10:07:20,morning,weekday,2016-11-15,10:07:20,2016,11,10
1354,coffee,2016-11-15 10:09:45,morning,weekday,2016-11-15,10:09:45,2016,11,10
1355,coffee,2016-11-15 10:18:15,morning,weekday,2016-11-15,10:18:15,2016,11,10
1355,tea,2016-11-15 10:18:15,morning,weekday,2016-11-15,10:18:15,2016,11,10
1355,keeping it local,2016-11-15 10:18:15,morning,weekday,2016-11-15,10:18:15,2016,11,10
1356,coffee,2016-11-15 10:46:13,morning,weekday,2016-11-15,10:46:13,2016,11,10
1356,keeping it local,2016-11-15 10:46:13,morning,weekday,2016-11-15,10:46:13,2016,11,10
1357,coffee,2016-11-15 10:49:21,morning,weekday,2016-11-15,10:49:21,2016,11,10
1357,tea,2016-11-15 10:49:21,morning,weekday,2016-11-15,10:49:21,2016,11,10
1358,coffee,2016-11-15 10:52:23,morning,weekday,2016-11-15,10:52:23,2016,11,10
1359,coffee,2016-11-15 11:02:54,morning,weekday,2016-11-15,11:02:54,2016,11,11
1360,coffee,2016-11-15 11:04:23,morning,weekday,2016-11-15,11:04:23,2016,11,11
1360,bread,2016-11-15 11:04:23,morning,weekday,2016-11-15,11:04:23,2016,11,11
1361,coffee,2016-11-15 11:06:29,morning,weekday,2016-11-15,11:06:29,2016,11,11
1362,bread,2016-11-15 11:10:30,morning,weekday,2016-11-15,11:10:30,2016,11,11
1363,farm house,2016-11-15 11:15:32,morning,weekday,2016-11-15,11:15:32,2016,11,11
1364,coffee,2016-11-15 11:37:16,morning,weekday,2016-11-15,11:37:16,2016,11,11
1364,kids biscuit,2016-11-15 11:37:16,morning,weekday,2016-11-15,11:37:16,2016,11,11
1365,tea,2016-11-15 11:41:36,morning,weekday,2016-11-15,11:41:36,2016,11,11
1365,muffin,2016-11-15 11:41:36,morning,weekday,2016-11-15,11:41:36,2016,11,11
1366,bread,2016-11-15 11:43:28,morning,weekday,2016-11-15,11:43:28,2016,11,11
1367,coffee,2016-11-15 11:44:22,morning,weekday,2016-11-15,11:44:22,2016,11,11
1367,pastry,2016-11-15 11:44:22,morning,weekday,2016-11-15,11:44:22,2016,11,11
1368,scandinavian,2016-11-15 11:51:10,morning,weekday,2016-11-15,11:51:10,2016,11,11
1368,coffee,2016-11-15 11:51:10,morning,weekday,2016-11-15,11:51:10,2016,11,11
1368,soup,2016-11-15 11:51:10,morning,weekday,2016-11-15,11:51:10,2016,11,11
1369,scandinavian,2016-11-15 11:56:51,morning,weekday,2016-11-15,11:56:51,2016,11,11
1369,pastry,2016-11-15 11:56:51,morning,weekday,2016-11-15,11:56:51,2016,11,11
1369,muffin,2016-11-15 11:56:51,morning,weekday,2016-11-15,11:56:51,2016,11,11
1370,coffee,2016-11-15 12:00:24,afternoon,weekday,2016-11-15,12:00:24,2016,11,12
1370,pastry,2016-11-15 12:00:24,afternoon,weekday,2016-11-15,12:00:24,2016,11,12
1371,soup,2016-11-15 12:08:55,afternoon,weekday,2016-11-15,12:08:55,2016,11,12
1371,hearty & seasonal,2016-11-15 12:08:55,afternoon,weekday,2016-11-15,12:08:55,2016,11,12
1371,tea,2016-11-15 12:08:55,afternoon,weekday,2016-11-15,12:08:55,2016,11,12
1372,bread,2016-11-15 12:13:28,afternoon,weekday,2016-11-15,12:13:28,2016,11,12
1372,scandinavian,2016-11-15 12:13:28,afternoon,weekday,2016-11-15,12:13:28,2016,11,12
1373,scandinavian,2016-11-15 12:18:46,afternoon,weekday,2016-11-15,12:18:46,2016,11,12
1373,bread,2016-11-15 12:18:46,afternoon,weekday,2016-11-15,12:18:46,2016,11,12
1373,truffles,2016-11-15 12:18:46,afternoon,weekday,2016-11-15,12:18:46,2016,11,12
1374,coffee,2016-11-15 12:20:36,afternoon,weekday,2016-11-15,12:20:36,2016,11,12
1374,coffee,2016-11-15 12:20:36,afternoon,weekday,2016-11-15,12:20:36,2016,11,12
1374,soup,2016-11-15 12:20:36,afternoon,weekday,2016-11-15,12:20:36,2016,11,12
1375,medialuna,2016-11-15 12:22:24,afternoon,weekday,2016-11-15,12:22:24,2016,11,12
1375,medialuna,2016-11-15 12:22:24,afternoon,weekday,2016-11-15,12:22:24,2016,11,12
1376,coffee,2016-11-15 12:28:25,afternoon,weekday,2016-11-15,12:28:25,2016,11,12
1376,coffee,2016-11-15 12:28:25,afternoon,weekday,2016-11-15,12:28:25,2016,11,12
1376,medialuna,2016-11-15 12:28:25,afternoon,weekday,2016-11-15,12:28:25,2016,11,12
1376,medialuna,2016-11-15 12:28:25,afternoon,weekday,2016-11-15,12:28:25,2016,11,12
1376,bread,2016-11-15 12:28:25,afternoon,weekday,2016-11-15,12:28:25,2016,11,12
1377,bread,2016-11-15 12:36:12,afternoon,weekday,2016-11-15,12:36:12,2016,11,12
1378,coffee,2016-11-15 12:37:47,afternoon,weekday,2016-11-15,12:37:47,2016,11,12
1378,bread,2016-11-15 12:37:47,afternoon,weekday,2016-11-15,12:37:47,2016,11,12
1379,soup,2016-11-15 12:50:18,afternoon,weekday,2016-11-15,12:50:18,2016,11,12
1379,sandwich,2016-11-15 12:50:18,afternoon,weekday,2016-11-15,12:50:18,2016,11,12
1380,sandwich,2016-11-15 13:02:04,afternoon,weekday,2016-11-15,13:02:04,2016,11,13
1380,hearty & seasonal,2016-11-15 13:02:04,afternoon,weekday,2016-11-15,13:02:04,2016,11,13
1380,coffee,2016-11-15 13:02:04,afternoon,weekday,2016-11-15,13:02:04,2016,11,13
1381,soup,2016-11-15 13:02:39,afternoon,weekday,2016-11-15,13:02:39,2016,11,13
1382,bread,2016-11-15 13:11:28,afternoon,weekday,2016-11-15,13:11:28,2016,11,13
1383,soup,2016-11-15 13:16:42,afternoon,weekday,2016-11-15,13:16:42,2016,11,13
1383,coffee,2016-11-15 13:16:42,afternoon,weekday,2016-11-15,13:16:42,2016,11,13
1383,pastry,2016-11-15 13:16:42,afternoon,weekday,2016-11-15,13:16:42,2016,11,13
1384,pastry,2016-11-15 13:17:11,afternoon,weekday,2016-11-15,13:17:11,2016,11,13
1384,coffee,2016-11-15 13:17:11,afternoon,weekday,2016-11-15,13:17:11,2016,11,13
1384,coffee,2016-11-15 13:17:11,afternoon,weekday,2016-11-15,13:17:11,2016,11,13
1386,coffee,2016-11-15 13:30:54,afternoon,weekday,2016-11-15,13:30:54,2016,11,13
1386,coffee,2016-11-15 13:30:54,afternoon,weekday,2016-11-15,13:30:54,2016,11,13
1386,soup,2016-11-15 13:30:54,afternoon,weekday,2016-11-15,13:30:54,2016,11,13
1386,bread,2016-11-15 13:30:54,afternoon,weekday,2016-11-15,13:30:54,2016,11,13
1387,bread,2016-11-15 13:34:06,afternoon,weekday,2016-11-15,13:34:06,2016,11,13
1388,coffee,2016-11-15 13:36:05,afternoon,weekday,2016-11-15,13:36:05,2016,11,13
1388,coffee,2016-11-15 13:36:05,afternoon,weekday,2016-11-15,13:36:05,2016,11,13
1388,sandwich,2016-11-15 13:36:05,afternoon,weekday,2016-11-15,13:36:05,2016,11,13
1388,hearty & seasonal,2016-11-15 13:36:05,afternoon,weekday,2016-11-15,13:36:05,2016,11,13
1389,coffee,2016-11-15 13:43:28,afternoon,weekday,2016-11-15,13:43:28,2016,11,13
1389,coffee,2016-11-15 13:43:28,afternoon,weekday,2016-11-15,13:43:28,2016,11,13
1389,soup,2016-11-15 13:43:28,afternoon,weekday,2016-11-15,13:43:28,2016,11,13
1390,bread,2016-11-15 13:46:27,afternoon,weekday,2016-11-15,13:46:27,2016,11,13
1391,bread,2016-11-15 13:48:06,afternoon,weekday,2016-11-15,13:48:06,2016,11,13
1392,bread,2016-11-15 14:04:23,afternoon,weekday,2016-11-15,14:04:23,2016,11,14
1393,coffee,2016-11-15 14:14:15,afternoon,weekday,2016-11-15,14:14:15,2016,11,14
1394,bread,2016-11-15 14:16:25,afternoon,weekday,2016-11-15,14:16:25,2016,11,14
1394,soup,2016-11-15 14:16:25,afternoon,weekday,2016-11-15,14:16:25,2016,11,14
1395,coffee,2016-11-15 14:40:51,afternoon,weekday,2016-11-15,14:40:51,2016,11,14
1395,coffee,2016-11-15 14:40:51,afternoon,weekday,2016-11-15,14:40:51,2016,11,14
1395,hearty & seasonal,2016-11-15 14:40:51,afternoon,weekday,2016-11-15,14:40:51,2016,11,14
1395,soup,2016-11-15 14:40:51,afternoon,weekday,2016-11-15,14:40:51,2016,11,14
1396,scandinavian,2016-11-15 14:42:24,afternoon,weekday,2016-11-15,14:42:24,2016,11,14
1397,coffee,2016-11-15 14:45:52,afternoon,weekday,2016-11-15,14:45:52,2016,11,14
1397,medialuna,2016-11-15 14:45:52,afternoon,weekday,2016-11-15,14:45:52,2016,11,14
1398,bread,2016-11-15 14:47:10,afternoon,weekday,2016-11-15,14:47:10,2016,11,14
1399,bread,2016-11-15 14:59:40,afternoon,weekday,2016-11-15,14:59:40,2016,11,14
1399,brownie,2016-11-15 14:59:40,afternoon,weekday,2016-11-15,14:59:40,2016,11,14
1400,fudge,2016-11-15 15:07:33,afternoon,weekday,2016-11-15,15:07:33,2016,11,15
1401,coke,2016-11-15 15:21:14,afternoon,weekday,2016-11-15,15:21:14,2016,11,15
1402,coke,2016-11-15 16:08:57,afternoon,weekday,2016-11-15,16:08:57,2016,11,16
1403,brownie,2016-11-15 16:13:26,afternoon,weekday,2016-11-15,16:13:26,2016,11,16
1403,muffin,2016-11-15 16:13:26,afternoon,weekday,2016-11-15,16:13:26,2016,11,16
1404,tea,2016-11-15 17:02:22,evening,weekday,2016-11-15,17:02:22,2016,11,17
1404,bread,2016-11-15 17:02:22,evening,weekday,2016-11-15,17:02:22,2016,11,17
1404,truffles,2016-11-15 17:02:22,evening,weekday,2016-11-15,17:02:22,2016,11,17
1404,pastry,2016-11-15 17:02:22,evening,weekday,2016-11-15,17:02:22,2016,11,17
1405,tea,2016-11-15 17:14:54,evening,weekday,2016-11-15,17:14:54,2016,11,17
1406,bread,2016-11-15 18:07:38,evening,weekday,2016-11-15,18:07:38,2016,11,18
1406,truffles,2016-11-15 18:07:38,evening,weekday,2016-11-15,18:07:38,2016,11,18
1407,medialuna,2016-11-15 18:28:52,evening,weekday,2016-11-15,18:28:52,2016,11,18
1408,coffee,2016-11-16 07:49:01,morning,weekday,2016-11-16,07:49:01,2016,11,7
1408,medialuna,2016-11-16 07:49:01,morning,weekday,2016-11-16,07:49:01,2016,11,7
1409,bread,2016-11-16 08:01:06,morning,weekday,2016-11-16,08:01:06,2016,11,8
1410,pastry,2016-11-16 09:06:07,morning,weekday,2016-11-16,09:06:07,2016,11,9
1410,coffee,2016-11-16 09:06:07,morning,weekday,2016-11-16,09:06:07,2016,11,9
1411,coffee,2016-11-16 09:13:57,morning,weekday,2016-11-16,09:13:57,2016,11,9
1411,bread,2016-11-16 09:13:57,morning,weekday,2016-11-16,09:13:57,2016,11,9
1411,jam,2016-11-16 09:13:57,morning,weekday,2016-11-16,09:13:57,2016,11,9
1412,bread,2016-11-16 09:15:43,morning,weekday,2016-11-16,09:15:43,2016,11,9
1412,coffee,2016-11-16 09:15:43,morning,weekday,2016-11-16,09:15:43,2016,11,9
1413,coke,2016-11-16 09:17:50,morning,weekday,2016-11-16,09:17:50,2016,11,9
1414,bread,2016-11-16 09:22:42,morning,weekday,2016-11-16,09:22:42,2016,11,9
1415,coffee,2016-11-16 09:27:52,morning,weekday,2016-11-16,09:27:52,2016,11,9
1415,coffee,2016-11-16 09:27:52,morning,weekday,2016-11-16,09:27:52,2016,11,9
1416,coffee,2016-11-16 09:34:51,morning,weekday,2016-11-16,09:34:51,2016,11,9
1417,pastry,2016-11-16 09:37:17,morning,weekday,2016-11-16,09:37:17,2016,11,9
1418,scandinavian,2016-11-16 09:43:06,morning,weekday,2016-11-16,09:43:06,2016,11,9
1418,pastry,2016-11-16 09:43:06,morning,weekday,2016-11-16,09:43:06,2016,11,9
1419,bread,2016-11-16 09:47:00,morning,weekday,2016-11-16,09:47:00,2016,11,9
1419,granola,2016-11-16 09:47:00,morning,weekday,2016-11-16,09:47:00,2016,11,9
1420,tea,2016-11-16 09:51:28,morning,weekday,2016-11-16,09:51:28,2016,11,9
1420,coffee,2016-11-16 09:51:28,morning,weekday,2016-11-16,09:51:28,2016,11,9
1420,pastry,2016-11-16 09:51:28,morning,weekday,2016-11-16,09:51:28,2016,11,9
1421,bread,2016-11-16 09:52:54,morning,weekday,2016-11-16,09:52:54,2016,11,9
1421,mineral water,2016-11-16 09:52:54,morning,weekday,2016-11-16,09:52:54,2016,11,9
1422,tea,2016-11-16 10:23:46,morning,weekday,2016-11-16,10:23:46,2016,11,10
1422,medialuna,2016-11-16 10:23:46,morning,weekday,2016-11-16,10:23:46,2016,11,10
1423,brownie,2016-11-16 10:25:47,morning,weekday,2016-11-16,10:25:47,2016,11,10
1424,tea,2016-11-16 10:33:39,morning,weekday,2016-11-16,10:33:39,2016,11,10
1424,coffee,2016-11-16 10:33:39,morning,weekday,2016-11-16,10:33:39,2016,11,10
1424,pastry,2016-11-16 10:33:39,morning,weekday,2016-11-16,10:33:39,2016,11,10
1425,hot chocolate,2016-11-16 10:39:05,morning,weekday,2016-11-16,10:39:05,2016,11,10
1425,coffee,2016-11-16 10:39:05,morning,weekday,2016-11-16,10:39:05,2016,11,10
1425,cake,2016-11-16 10:39:05,morning,weekday,2016-11-16,10:39:05,2016,11,10
1426,bread,2016-11-16 10:50:39,morning,weekday,2016-11-16,10:50:39,2016,11,10
1427,bread,2016-11-16 10:51:55,morning,weekday,2016-11-16,10:51:55,2016,11,10
1427,jam,2016-11-16 10:51:55,morning,weekday,2016-11-16,10:51:55,2016,11,10
1428,scandinavian,2016-11-16 10:52:49,morning,weekday,2016-11-16,10:52:49,2016,11,10
1429,bread,2016-11-16 11:00:07,morning,weekday,2016-11-16,11:00:07,2016,11,11
1429,coffee,2016-11-16 11:00:07,morning,weekday,2016-11-16,11:00:07,2016,11,11
1429,pastry,2016-11-16 11:00:07,morning,weekday,2016-11-16,11:00:07,2016,11,11
1429,cake,2016-11-16 11:00:07,morning,weekday,2016-11-16,11:00:07,2016,11,11
1430,bread,2016-11-16 11:20:25,morning,weekday,2016-11-16,11:20:25,2016,11,11
1431,coffee,2016-11-16 11:23:00,morning,weekday,2016-11-16,11:23:00,2016,11,11
1432,bread,2016-11-16 11:30:41,morning,weekday,2016-11-16,11:30:41,2016,11,11
1433,coffee,2016-11-16 11:34:03,morning,weekday,2016-11-16,11:34:03,2016,11,11
1433,cake,2016-11-16 11:34:03,morning,weekday,2016-11-16,11:34:03,2016,11,11
1434,coffee,2016-11-16 11:42:25,morning,weekday,2016-11-16,11:42:25,2016,11,11
1435,coffee,2016-11-16 12:06:39,afternoon,weekday,2016-11-16,12:06:39,2016,11,12
1436,coffee,2016-11-16 12:19:46,afternoon,weekday,2016-11-16,12:19:46,2016,11,12
1436,soup,2016-11-16 12:19:46,afternoon,weekday,2016-11-16,12:19:46,2016,11,12
1437,scandinavian,2016-11-16 12:22:05,afternoon,weekday,2016-11-16,12:22:05,2016,11,12
1437,bread,2016-11-16 12:22:05,afternoon,weekday,2016-11-16,12:22:05,2016,11,12
1438,sandwich,2016-11-16 12:25:18,afternoon,weekday,2016-11-16,12:25:18,2016,11,12
1438,soup,2016-11-16 12:25:18,afternoon,weekday,2016-11-16,12:25:18,2016,11,12
1438,bread,2016-11-16 12:25:18,afternoon,weekday,2016-11-16,12:25:18,2016,11,12
1438,cake,2016-11-16 12:25:18,afternoon,weekday,2016-11-16,12:25:18,2016,11,12
1439,coffee,2016-11-16 12:29:31,afternoon,weekday,2016-11-16,12:29:31,2016,11,12
1439,bread,2016-11-16 12:29:31,afternoon,weekday,2016-11-16,12:29:31,2016,11,12
1439,tartine,2016-11-16 12:29:31,afternoon,weekday,2016-11-16,12:29:31,2016,11,12
1440,soup,2016-11-16 12:33:18,afternoon,weekday,2016-11-16,12:33:18,2016,11,12
1441,bread,2016-11-16 12:36:43,afternoon,weekday,2016-11-16,12:36:43,2016,11,12
1442,soup,2016-11-16 12:39:27,afternoon,weekday,2016-11-16,12:39:27,2016,11,12
1442,juice,2016-11-16 12:39:27,afternoon,weekday,2016-11-16,12:39:27,2016,11,12
1442,brownie,2016-11-16 12:39:27,afternoon,weekday,2016-11-16,12:39:27,2016,11,12
1443,coffee,2016-11-16 12:55:30,afternoon,weekday,2016-11-16,12:55:30,2016,11,12
1444,hearty & seasonal,2016-11-16 13:07:04,afternoon,weekday,2016-11-16,13:07:04,2016,11,13
1445,coffee,2016-11-16 13:15:30,afternoon,weekday,2016-11-16,13:15:30,2016,11,13
1445,soup,2016-11-16 13:15:30,afternoon,weekday,2016-11-16,13:15:30,2016,11,13
1445,sandwich,2016-11-16 13:15:30,afternoon,weekday,2016-11-16,13:15:30,2016,11,13
1445,tea,2016-11-16 13:15:30,afternoon,weekday,2016-11-16,13:15:30,2016,11,13
1445,cake,2016-11-16 13:15:30,afternoon,weekday,2016-11-16,13:15:30,2016,11,13
1446,tea,2016-11-16 13:23:42,afternoon,weekday,2016-11-16,13:23:42,2016,11,13
1446,soup,2016-11-16 13:23:42,afternoon,weekday,2016-11-16,13:23:42,2016,11,13
1447,coffee,2016-11-16 13:24:47,afternoon,weekday,2016-11-16,13:24:47,2016,11,13
1447,bread,2016-11-16 13:24:47,afternoon,weekday,2016-11-16,13:24:47,2016,11,13
1447,sandwich,2016-11-16 13:24:47,afternoon,weekday,2016-11-16,13:24:47,2016,11,13
1448,soup,2016-11-16 13:46:27,afternoon,weekday,2016-11-16,13:46:27,2016,11,13
1448,coffee,2016-11-16 13:46:27,afternoon,weekday,2016-11-16,13:46:27,2016,11,13
1449,soup,2016-11-16 13:46:49,afternoon,weekday,2016-11-16,13:46:49,2016,11,13
1449,coffee,2016-11-16 13:46:49,afternoon,weekday,2016-11-16,13:46:49,2016,11,13
1450,tea,2016-11-16 13:47:16,afternoon,weekday,2016-11-16,13:47:16,2016,11,13
1450,soup,2016-11-16 13:47:16,afternoon,weekday,2016-11-16,13:47:16,2016,11,13
